"","property_id","price"
"1","9850d970fe9fd9bae89f09ad",702941252.135507
"2","0152ffa8757aaaf417e9f997",1186968521.32772
"3","8ab41842b8e41b89d8670ecb",629656469.042123
"4","a7ba3ccc4831ae7e539f0cfa",638193755.22597
"5","b8b22c1afac62b05ad389dc5",493378621.370751
"6","044b8431b186eb022cf6fc24",599662357.123456
"7","a01a51af09a3dc387a18b58c",537073858.860418
"8","43059ceabe98412315566838",1280778360.16868
"9","e8fc9a1fd4b39f946b914398",576072904.386262
"10","fb76da6072bea5801e407990",531272716.197871
"11","48815b454dfb64fe60e2cde4",620258186.685144
"12","7749b2b534213ec7b536372b",736461304.097603
"13","c4e8559ee733a551649a5dcf",764724692.245078
"14","cf88be51d6f31c10e5868ff7",538004086.209041
"15","ac9baabfd96d58e376149a7e",690284370.149439
"16","72a66bc6d15390eb05a5c688",1071097927.99184
"17","82c9556e19072558cbe3a7ff",580820523.633127
"18","069ddc5d1f3c855e6498ac50",3326768748.52251
"19","f2c87b07466aad7328b7e0b0",756804979.74968
"20","9a889078a0225c013570609f",464335654.473523
"21","dae09210f48e5bbe0d31c728",439310414.737397
"22","fd1431e595693fac0406151d",566748422.286648
"23","5ec01e911785dbd5b49b166c",712247872.093169
"24","98865eb2f40b8a30893cd351",780659944.771907
"25","3e85b447edd3b23b5a0d3b79",5926597235.45523
"26","3e891afdcb568befebd66fe4",948299410.177528
"27","b183e2562cc4816244ce0e1e",879003823.126311
"28","33510511ff07dc7354cca7e8",830124207.459866
"29","d53ddfac67129aebbe054024",940908764.942157
"30","efa36c7738fc14a11cc352eb",701062642.816231
"31","ae26e4726c16cb2f6a6d3f2e",1122113992.80768
"32","805a491334f865f06ff42329",1008920038.27635
"33","a83921284639eedd4a511cb6",949623286.283454
"34","092b7b5bafe25bf485de37a4",944625951.553122
"35","f839de5370a225ff993f5b2e",851827315.379872
"36","bc48ec7245297b4cb85dca1c",1528034038.08523
"37","223b3c04803ae7b855f9fd10",949898372.582439
"38","efc5412fb02ba9d8f604e493",955992610.185646
"39","a6d7b144058ebc326b9803bb",889415510.126903
"40","27151512d4b592014137ac1f",1048366457.94929
"41","1b4db5fcd1f92d3aadd5c28f",862739762.379477
"42","cb6d29f005078d4d4efc2d04",1149347487.35609
"43","63182bbbd5f94cea67de2d8b",765629726.18387
"44","61e9c2375626a18bc9920c5d",548424526.658454
"45","e5da0e3919341762d5beed25",876485403.907974
"46","cf0ca58262feb1f8b0dc7b68",960816910.092819
"47","40d5384e2e8f8fef2032928a",763361974.507921
"48","099ee1a7c91105ef46b5e7e8",849580401.601153
"49","320ff6c0320674fd278f6fc7",5801027399.28583
"50","963da21c3c571d7bbc36f1b6",875236070.225391
"51","0cddda1c211fcdce819d5f8f",1528034038.08523
"52","7fe1adc0a5873cbba4b021d1",1064566512.07083
"53","8d97cda83fc7353a86c9393a",1129407747.34521
"54","2aeb794adc9892354aff7240",865876645.79835
"55","3df855d8893dbc62eabd95c6",771686289.912278
"56","7b9e6b7eb3a5db0443193fbd",895850075.988011
"57","0d9616f0ac8b0c2e9e0a97a3",669482672.818857
"58","304ce5835e685778b1c2b6a1",1006286008.1567
"59","50160783a9a0503df5a38dee",831518486.916825
"60","012b8d616667a6dcece0dfaf",955819575.362487
