"","property_id","price"
"1","9850d970fe9fd9bae89f09ad",643583858.50379
"2","0152ffa8757aaaf417e9f997",1171210903.14105
"3","8ab41842b8e41b89d8670ecb",555490422.049484
"4","a7ba3ccc4831ae7e539f0cfa",568367988.471789
"5","b8b22c1afac62b05ad389dc5",456076958.042292
"6","044b8431b186eb022cf6fc24",530201131.738707
"7","a01a51af09a3dc387a18b58c",494523865.464485
"8","43059ceabe98412315566838",1358321764.84625
"9","e8fc9a1fd4b39f946b914398",514393071.630889
"10","fb76da6072bea5801e407990",484545731.040003
"11","48815b454dfb64fe60e2cde4",560711878.547635
"12","7749b2b534213ec7b536372b",650658817.279257
"13","c4e8559ee733a551649a5dcf",713732860.611852
"14","cf88be51d6f31c10e5868ff7",488897551.864729
"15","ac9baabfd96d58e376149a7e",610859263.829026
"16","72a66bc6d15390eb05a5c688",1083991382.77389
"17","82c9556e19072558cbe3a7ff",517513382.012709
"18","069ddc5d1f3c855e6498ac50",17854817679.2761
"19","f2c87b07466aad7328b7e0b0",694652447.205119
"20","9a889078a0225c013570609f",447445847.413404
"21","dae09210f48e5bbe0d31c728",423128448.393636
"22","fd1431e595693fac0406151d",508493140.451585
"23","5ec01e911785dbd5b49b166c",635114994.528228
"24","98865eb2f40b8a30893cd351",698247751.203278
"25","3e85b447edd3b23b5a0d3b79",534528638534.234
"26","3e891afdcb568befebd66fe4",885637711.305742
"27","b183e2562cc4816244ce0e1e",800302387.80395
"28","33510511ff07dc7354cca7e8",749385424.174748
"29","d53ddfac67129aebbe054024",872208934.261003
"30","efa36c7738fc14a11cc352eb",618809726.706443
"31","ae26e4726c16cb2f6a6d3f2e",1132233764.12277
"32","805a491334f865f06ff42329",959450623.530613
"33","a83921284639eedd4a511cb6",882864044.028197
"34","092b7b5bafe25bf485de37a4",877186403.096679
"35","f839de5370a225ff993f5b2e",771619590.474037
"36","bc48ec7245297b4cb85dca1c",1848648739.77742
"37","223b3c04803ae7b855f9fd10",883504455.840492
"38","efc5412fb02ba9d8f604e493",899842320.662344
"39","a6d7b144058ebc326b9803bb",819956213.316673
"40","27151512d4b592014137ac1f",1023419180.66367
"41","1b4db5fcd1f92d3aadd5c28f",779107440.696248
"42","cb6d29f005078d4d4efc2d04",1178197247.3272
"43","63182bbbd5f94cea67de2d8b",682573920.219034
"44","61e9c2375626a18bc9920c5d",510119250.434186
"45","e5da0e3919341762d5beed25",805921474.567416
"46","cf0ca58262feb1f8b0dc7b68",905342108.959892
"47","40d5384e2e8f8fef2032928a",675472884.673431
"48","099ee1a7c91105ef46b5e7e8",768507573.451654
"49","320ff6c0320674fd278f6fc7",448920056656.457
"50","963da21c3c571d7bbc36f1b6",804622630.990744
"51","0cddda1c211fcdce819d5f8f",1848648739.77742
"52","7fe1adc0a5873cbba4b021d1",1049224804.47343
"53","8d97cda83fc7353a86c9393a",1135829720.07323
"54","2aeb794adc9892354aff7240",795554714.954628
"55","3df855d8893dbc62eabd95c6",687764062.848637
"56","7b9e6b7eb3a5db0443193fbd",826323759.592956
"57","0d9616f0ac8b0c2e9e0a97a3",602240727.537882
"58","304ce5835e685778b1c2b6a1",940760379.210925
"59","50160783a9a0503df5a38dee",755386898.191805
"60","012b8d616667a6dcece0dfaf",899519913.062766
"61","25d62e6b1a1a52cd8080354f",967192389.597854
"62","baa146a6537e8630180fdd35",878941659.403473
"63","b925f9ef733930be26417458",898109094.410935
"64","ccc66d77e5f68779b1c016db",683232080.379686
"65","bac550d41b2cbdc6a110ec7c",213901089169.909
"66","14ead7469d05e5eacce6a575",828921154.57548
"67","2621e068043a5019aeed6c8c",947892682.070373
"68","169013bdcc2ef214e0163ccb",874031025.249608
"69","784714647351cb6745c867b1",898109094.410935
"70","38e8630f2c05ea38e2257c21",448920056656.457
"71","d464858ed94a1a74948f479a",819511146.438404
"72","cc125d0f70d6d0819d6d90ee",706212789.4265
"73","d885902c923752eab7b619e5",610751940.252115
"74","e29d9a401a246c00f5eb2413",818145587.262101
"75","d4646b7f4dbebf9785963cfc",734903580.33495
"76","e1aa6c46135f4d1aa1b7a1f4",689091016.81851
"77","f07126d58455b20f547c4380",705931742.543052
"78","5399af7ea98c97b5906efe1d",896005108.205819
"79","7e177acdec9c0fe684d8fe44",754585114.943108
"80","46529f0455fd35b2f4a489d0",768507573.451654
"81","b0bb2299d5f456f800993a11",753776052.531978
"82","ba1b3c8ac8afafef56233c84",900355802.908443
"83","f79f0c23b5cb96b5d022582c",909249646.485613
"84","600dc823c42aa64f60fc3ab9",1594932213.30393
"85","628b3b56449724e7d945351b",841337894.120465
"86","0a199d5741b5a6213b39b793",534528638534.234
"87","b972611aaf1b68340de16545",753378118.999326
"88","353743db4334fee80ac08d0b",1098892103.34681
"89","2bd08c0964ef4a95295db843",830355636.447995
"90","bd2f9648ee9ebc1fdbfa53b3",898109094.410935
"91","5a6397b85f45fba27dd9311f",877120889.322902
"92","ef2ae24039bf2cff1caa4340",593083617.276093
"93","03d54a6e80d48c96a7f6a1fa",797655018.127057
"94","834263730047f308d71d4d8c",754794021.886672
"95","e54a8b735724b2af56c7a36e",702483272.1222
"96","6752fcf8f1af18d61124e32c",904162039.153854
"97","cfcd97bfad6e013aeb57a2a8",827642862.214429
"98","a6a06973b5a4c990d5873b7c",760649390.671909
"99","90921c9fce21986dd23bc645",878941659.403473
"100","0df96c81adcd6fbc2f7141c3",1065834577.20716
"101","a65655a4f42564ac48bdffa4",947892682.070373
"102","ef73428a38c201019267afb1",885637711.305742
"103","c8ef57ddfb35061d1876f94e",890681590.874787
"104","767ff947b16b2271f516c28d",870684944.963241
"105","710542343cece039a279dbee",898109094.410935
"106","5a5377f2d087b7bb183783bb",750796716.54631
"107","e5de98822287c2caf8b209da",564787985.725457
"108","a93a37e4cc75c069e14ffa00",744004817.580321
"109","6921133528bd6fa3675ce8de",908267323.391011
"110","205ffcec56fd884ab24c5600",816950761.350607
"111","2df90c0a3e2b9138fe276a75",819894885.688536
"112","3a40bebb521445fcd32cf033",966100426.264608
"113","c1ca38f941200a9d666aaedc",876641092.344523
"114","4034cd9a70d18fe0c883a0fa",674624761.229579
"115","8a4b7e86a90a296e10a49ea3",664773732.209031
"116","3214488a8fa9cf8b3dae877a",962299203.495602
"117","270a97e07eec2be02cd89a86",689808994.467994
"118","936e6d2192f28a2b40939a4d",1193008698.96126
"119","e6fd53315e92a55c6b67405f",498569972.018493
"120","eb339d562b72b3bf51073cc1",678785247.271518
"121","e0d7e4dffa0f3dbc40c7da53",945056189.759084
"122","2dee15f1b082bb986f8d9513",808200390.136715
"123","37d5b8f329ed1ec29d4bc035",876641092.344523
"124","3c1b7a0a306e16e8c22d78c9",934277851.650518
"125","562c7846b05072561d96698d",738272905.420605
"126","b9809baae395914981a9296f",861435545.082673
"127","d2c02052de9c97c531a4453f",768356472.224069
"128","7dab6cd1002a8521e5825bcc",959428920.340237
"129","48d3b0ef6e5f999bb90fbfc1",812128227.599357
"130","28e748e7aa0a447731e06706",1594932213.30393
"131","65ac61968819927b8fd9b990",744736877.090666
"132","449cddc4dc3ef1e93b7f7c26",706715328.710288
"133","a4dec2ce375ab5e4bffa5966",826798287.412585
"134","8d81b4681ad0055c274e7da4",682573920.219034
"135","c2580329ee6d7a03925725aa",959726050.202225
"136","2babb357d1d828c49bb89be0",841793976.800374
"137","82f34c2a6644c4cb0649c44b",694908427.770635
"138","98e04fd660ca1276d1510a72",669570660.374214
"139","f04b574dc221473cfd616e22",595820540.25405
"140","00e80be4feb1e8593b7713fe",729304866.758422
"141","69fe76202cd89637a15de1d4",1594932213.30393
"142","00f5ba660a4fcf6ddb96220a",826798287.412585
"143","fed8f3bf4a2d7a426901706c",826323759.592956
"144","1cbf39c44f6b0fdbf9554845",883688794.470273
"145","d5e29042106130114cf3694c",664773732.209031
"146","c5a5676bdb1698f8c38cdcd5",494205522.219257
"147","5b9469c3ff6b197bfe3513cd",899842320.662344
"148","56fe5c13f11813b82dfb04f8",841793976.800374
"149","0d24fc1c5deb78eb1a0caa51",551105311.825365
"150","2258ec00dec6a2b85f439135",906427056.840093
"151","81b14dbf863114fdddb38579",898109094.410935
"152","c0c4ecc8d3aefc53c4c06a38",895938846.165926
"153","b19ab02a8e22f3e88a26031b",818145587.262101
"154","40e9ef1e7c6749b7a8d04ea9",1896172933555.75
"155","0d477acd9c95e9ec63839a53",753131675.045794
"156","a16ca6293e2ee2969f3334c5",831889644.312947
"157","80bbc51dd90d131d091521a0",408800799.635201
"158","7b6322fd5810990820167a23",674809601.855294
"159","a6b1ca7a4e91c4c0f4366984",976026199.252547
"160","ab086fddcb949e3dc0ed9b5d",818671450.49185
"161","363c96b85cf07dacbb10b92e",498569972.018493
"162","ba31c38eada33f680d44627a",885517063.94106
"163","8532c64eaed74b64b4d4707c",800738646.268377
"164","a98e4f4db7afb8a6c9f69400",808529845.063169
"165","bd05a6f6ebf924adf92e5577",1336698685.76296
"166","29cc054742b256e6fbc6da1c",903264906.286875
"167","d69209d7a26bd306bde5a37d",847012383.82119
"168","268c1e17bc17dd646d1885cb",82365635352.3778
"169","e109ccb29c02c9b35b789c90",898109094.410935
"170","5e1cc2905f7a701f895123d8",689091016.81851
"171","80ed77aff62d4c57ede6ba94",811495393.034947
"172","6de7bfc5e8149ebc40ec0e4b",755150065.716216
"173","ec824ecd0319e05d1ca6a9c7",748354185.219871
"174","3c86651d9bbfbb335f15b544",804622630.990744
"175","b22350d505b87dffaae3a5e2",882441652.558401
"176","17484950b143d0395907ae6d",754794021.886672
"177","de416f239b27327e0f78b862",963989402.191833
"178","00cea81b78d6007eb405d5b3",818671450.49185
"179","76974826c758eec5c255c5da",808200390.136715
"180","f9ce5b7edb104d4e8407a344",8284658393683.02
"181","81516aa72c98ded9223db098",1220893965.99744
"182","857761b5fc5c7d101cb765b6",739107314.081116
"183","f164514211012e3a1686b148",550454659.91758
"184","44effc9574c74ea4ad98ede4",819478993.198733
"185","2d5ccb12ebb6fc7d4ba462b0",898109094.410935
"186","4202dc3f8255586e1ccfff46",724579674.199873
"187","7ee7fba3a30e0e7c2ed3043c",892614610.93751
"188","cc3ef2f4fd5568aea96c257e",604917689.704335
"189","be9f5ade682aa1fced79b068",800302387.80395
"190","807d7f5155bd299afbb6491f",687764062.848637
"191","65070c554133f2b4143fe051",819569478.976778
"192","5b57258272dfd1babb29e7fb",884192608.212548
"193","7b4fcc72822460a428c19282",898987983.653033
"194","e61476e47d7e7be706d23fee",687677239.813815
"195","1475cdbbac4aa486266e439f",650015705.07544
"196","77069fb9fac6b61aa6a89ae3",1006671636.10312
"197","e4f3e425e9f6e393999d7a08",550454659.91758
"198","db244703ce223e6acacbe85d",903264906.286875
"199","df06b65985649c7107b794a4",859522317.926962
"200","15a3e60c7a5d55243057d7df",647516538.837273
"201","c23a1372c81ba03e6dabb0df",688776095.332579
"202","56f72c2d672b7bc3c264f7fd",809505519.51403
"203","b0b784bfe2d3c1b3b1320613",563773731.989664
"204","3c9e3b97db788dcd10acf0e1",551105311.825365
"205","a4b6ceedaf89cff74a292ab5",872208934.261003
"206","6247fb0e5261d4225f6c9f1e",898842953.179762
"207","799862427c1f335eadedf4e8",619802586.773193
"208","da7a511a5f470d99ab2bc4a6",643728453.556473
"209","999c8da7dbed7412dcbafb70",889790003.235508
"210","c2424b4861f2ef50f8876c0c",871571940.602771
"211","822ba8fd3c7392bda84461a4",448920056656.457
"212","6700ad4d4d7f70def59a5d59",957105298.125869
"213","aae7cca10bd7f041c8e02d23",699851129.605097
"214","c963faee3ac527dfab08f61c",808200390.136715
"215","346c734ce163296a07526a35",870684944.963241
"216","42b5ebbca90572b9cea79177",898109094.410935
"217","1d968cecf268a7f14def1af7",819070264.738037
"218","d4f90a6b73b1e179d3f8eb70",655826833.52209
"219","8aac8946e7ae5725971c5557",892119353.148194
"220","c6c978051fdc655d21a370ab",899875537.088331
"221","78d10967c36cbf346bd58f63",814361968.281784
"222","151a16e94d538a7a6d658ee0",947892682.070373
"223","98fdd3fc6c9447d0f05eb1c0",812989342.027878
"224","a2529027db6b525e365e7be0",645493832.896375
"225","dcf606270a4612aafc5f9f29",735848059.256035
"226","cee1833e8964355b9aabbce2",898109094.410935
"227","9ee3218bc61636cf0d7f8107",1848648739.77742
"228","74af10afa02e7724eeeef108",806442380.047741
"229","104cd052884247b14d697673",760176596.952728
"230","2314e3ffc7242a429e00207c",958857986.359629
"231","90e62f8656ae504bf6175e0d",587845031.888301
"232","6b8f7074aed7ae7e6cfbb090",1142863166.75225
"233","5d97aad3e83e26b551c3399a",906427056.840093
"234","ac73b8700744cb7835f328cd",753378118.999326
"235","bcee01a5d6a36f48d99a5e4b",8282263971439.8
"236","b54e6757829ac95e2076d954",891360168.848645
"237","809800b56b7b29399986115f",768405479.175197
"238","706bddaf0b87e4f076247450",885783096.40281
"239","c1c8024bb6c3635ff655843b",604397765.803209
"240","26313750bd29b2c59a81b58e",898109094.410935
"241","0dbe463995c605bcdffb133b",876641092.344523
"242","49d020d2056717c2108b0927",784990880.028405
"243","b799aa1dd2de813ccad401e8",748056343.308429
"244","8700c9b62ff5a5c3394b0bd8",835217632.725062
"245","a2c033f497e62ea10ff8ba3d",819070264.738037
"246","70298b5e8fbd66aee975ff14",899842320.662344
"247","7a861f1e3af4dbbf55b2c301",537556557.247484
"248","15ec532ec6fb73074b9b12c9",898109094.410935
"249","c01440b8ff0d80e7bbad715c",821037707.892626
"250","434ff40bff8fad0962ec07e4",822478038.25351
"251","142cf530f13cbccc3cc9d0a6",927182969.310604
"252","a1f0d61cef676fbf798b5473",813461092.435194
"253","f0f9bedbcb57383511805d17",885743729.977401
"254","04cc75f46642efb1192f1875",506906474.921229
"255","5c7efb015b8ff7f108c99723",841793976.800374
"256","dd5b4eb5d20b8b9c813ba52b",768700465.509131
"257","e1fdbdecc84b991f582a2e00",745095332.504098
"258","6c3bc8c58ce67b8bb9f5894f",934277851.650518
"259","98d7f0935f021acf313630a5",1299275411.11845
"260","bf430621f17dcaf17fb91ac7",682573920.219034
"261","7dcd1916c0485e0b80f9eeb4",879225150.938296
"262","e7b3ec90b47c9e6009ca8a75",898109094.410935
"263","af067a8546e1177eefe24916",811262565.226447
"264","f4c7cc4a249ae7037aa0b35e",823156982.892419
"265","e6a9d5c9a82ba73e76817a81",758508280.605669
"266","37e696957da15625da71146e",813870888.446419
"267","e570c5f58a20fda42bfb535b",874031025.249608
"268","73bcd7efb7a25587bb1c31ff",883840794.522953
"269","bee9de3e2817bdd591c02897",643057440.612227
"270","eae5eecfa2fe828afbc94b0a",678785247.271518
"271","51f0f76e2a8cf50ef3650901",550454659.91758
"272","c71123c31d02408cdaa74daa",898109094.410935
"273","23f859b889afe2639ad55a21",892119353.148194
"274","46fb04e7578da5741f6da4b8",523574103.378853
"275","bebcca3e75e747b5a01f5485",892614610.93751
"276","579ee47bc31f5408314bca28",804622630.990744
"277","c310efec13e312442f7e1a01",833129556.435659
"278","c8c8d083c9b9600059a8b8d1",317942094915.228
"279","a8c5674b5d110d99a1e097af",889750596.351899
"280","dfaba547699e319462abfd6d",754559736.398235
"281","736eef4bb36681acbcc3c41b",706715328.710288
"282","f44726680d0c594a2d430bbb",953030219.972329
"283","1a2c0e46bc18bf3224450064",899511990.617985
"284","44551251fe345b31ed71aa5b",551105311.825365
"285","35dedbaace193598c9c438a7",493670730.76513
"286","5aa715bbe2b178ad0c9e4b08",844477312.493167
"287","841c57617a075690ce412083",739930014.082178
"288","a0fa0aca2f6c2ae65a98ccbc",899842320.662344
"289","f15c6403c6d4e3676a607780",702754687.107411
"290","4b3a6baf8196a59bac8c08c0",685952625.744947
"291","a90df94f959030227fa015b0",593083617.276093
"292","5d42f42059617a5ca7ff3a32",859522317.926962
"293","3164e0ecd246b8ed6cb6d054",941875264.543149
"294","4582ec985de48290c5f1f5e1",755698427.287534
"295","452e0518f7164287e47e6354",707779884.203904
"296","7ccaf332cf87e07b38b340d9",941875264.543149
"297","36753a5e31b0edb1eecb8bcc",898109094.410935
"298","2a33fa5b25963f3dc928f668",748829074.776567
"299","f8d4ec209ad5fa5ba4a68e56",749532794.648767
"300","1a71d0d3503f9eff28acef6f",1336698685.76296
"301","66d8ce8e6aad18a4963275fc",813870888.446419
"302","780c809c52509bb4855a4efc",693447118.688838
"303","42cde300d741cb134a529031",503200148.033004
"304","34f4df9fce2ec05633d0cbd1",797655018.127057
"305","f70ac0d227db6f5333aa821e",821040701.111437
"306","e04fab3d74d14be3b8dd2c8c",737673985.391599
"307","c2b91ce4b1bc8c576a0ce1c8",659695687.817769
"308","e6016afcc032d20fc9d6f2be",1098892103.34681
"309","093c849ad2bea8292c4d15f9",1006183295.3028
"310","4b8d7217da1b1f225f254914",160837721529427
"311","36fab4c38cdd91de650e6abd",914923257.873133
"312","1cfc7d60ce613536d23b093d",967650696.728559
"313","aa6af44635b5d51da4b02059",818145587.262101
"314","fa2c1092f17ce021964f8953",919515993.579716
"315","4347bf26ecd61ebc7a16b4a3",818145587.262101
"316","502154647e351af240615b98",827700824.243059
"317","86e80098f5a3e7dbd635838d",824247262.494606
"318","052d00805b2602cac76fed4d",705588802.255646
"319","d135cfa351ed6abe4ec2033b",874031025.249608
"320","555a293dbc104e00f182fe34",706212789.4265
"321","0b49dedfb53ec812962e31e7",830973208.283342
"322","b5c074ee2e2538aeca099fc4",1132233764.12277
"323","a62a6094ffed3ea7a54fee73",900764350.660262
"324","5c02d79c59fb636ca4cbe86e",673708140.652622
"325","cc48e66185c23195cf958612",902632742.430572
"326","e5b92a0c67c506ca6e92315a",678785247.271518
"327","631ecfa47fe167bfaaa967e5",530665182.627599
"328","2019bd32dbd09fa285a388f7",746886459.15763
"329","a343e6ec6eadb287711d3834",638052592.77136
"330","71aacbd62d72d3eb29a744dc",883422262.599695
"331","dcc9e2c9c1151bd9f93f44b8",815393872.320624
"332","9039bc918a76e486041842d0",805054382.673398
"333","4769743185eaeb0e4158e0e0",643798506.892011
"334","fdf103976a39cc12f5effaa2",818145587.262101
"335","391cfff759030283411dfe1a",684921366.843381
"336","1b2fa2ee5927660313569617",903219352.184302
"337","a74be48ad396ae4aa33ffed6",998289204.485558
"338","b5dd038cf35169bfd0e62eb7",899519913.062766
"339","534466a857d28dcc598e3a49",931077441.066658
"340","92a1a8b617b6d2c3669167a6",812662144.563914
"341","7f85c59323701ee0e75abb92",1511365626357.66
"342","50287f73d47b4cc4c2e1840f",730223177.75847
"343","c76207e622cf8a208910707a",535137610.62495
"344","f9796e9d13fe1becef435e54",859961878.908896
"345","9f5cf735a842860e7ac753cf",650275065.618802
"346","fdbc74fb5882051327b3caf8",549151888.849014
"347","424b41f5e01ea2e2ccd3ca48",556688000.7507
"348","fd45b984efcdb0b434033fd9",405250888.945086
"349","83ca3a41ca4b5337107c197e",676623086.196857
"350","e3e9d1d073b129c697c1e9e9",697334101.802874
"351","7d157359b413e107f5f9cfd6",13940921672.5453
"352","e54567ced41a40938b85485b",562583854.574517
"353","1bc8874a13914055c2759a35",482258248.007861
"354","5b3ba9e56e24e08e1f81e220",451014322.985165
"355","4a5405b1e181f5b10fec35a6",957223139.88668
"356","58be66aeab226c35330d57d5",605672069.10428
"357","1fd7e9b1e717578f751c21c7",675884865.975715
"358","9052c644813d546987a72305",534605824.362733
"359","b2af9047dbf58867ed0c42af",712473709.196465
"360","22caf82aae904c79057fcb3b",655359359.565976
"361","d5abd56b5a8ab8c2f61a07f3",663449149.936634
"362","e4082fa99f92fc7a89092fff",688393118.550509
"363","f32a3b542efba398907ec912",453736018.698745
"364","86d80d3757377df6f2b8a0b3",2181914177.53503
"365","0c302f1c924f8efe0b6bb58e",677704946.515065
"366","fcdbfb9e15352cf210cce7cd",655872763.485115
"367","d52cd6eee468311666218625",925444751.206563
