"","property_id","price"
"1","9850d970fe9fd9bae89f09ad",742244979.011455
"2","0152ffa8757aaaf417e9f997",1285149327.78703
"3","8ab41842b8e41b89d8670ecb",520108069.980009
"4","a7ba3ccc4831ae7e539f0cfa",534975646.902442
"5","b8b22c1afac62b05ad389dc5",433350412.340156
"6","044b8431b186eb022cf6fc24",494038230.975862
"7","a01a51af09a3dc387a18b58c",476554092.682889
"8","43059ceabe98412315566838",1467574814.58403
"9","e8fc9a1fd4b39f946b914398",482045309.279295
"10","fb76da6072bea5801e407990",460333759.93451
"11","48815b454dfb64fe60e2cde4",537551564.481551
"12","7749b2b534213ec7b536372b",600955996.617457
"13","c4e8559ee733a551649a5dcf",829045889.34132
"14","cf88be51d6f31c10e5868ff7",464292373.344664
"15","ac9baabfd96d58e376149a7e",577377713.492886
"16","72a66bc6d15390eb05a5c688",1227608019.52545
"17","82c9556e19072558cbe3a7ff",485073183.685023
"18","069ddc5d1f3c855e6498ac50",10024264592.2884
"19","f2c87b07466aad7328b7e0b0",773828868.741643
"20","9a889078a0225c013570609f",437952717.234775
"21","dae09210f48e5bbe0d31c728",408979948.444562
"22","fd1431e595693fac0406151d",481253809.366541
"23","5ec01e911785dbd5b49b166c",644027253.439934
"24","98865eb2f40b8a30893cd351",702803704.614198
"25","3e85b447edd3b23b5a0d3b79",205117938981.482
"26","3e891afdcb568befebd66fe4",880432413.972887
"27","b183e2562cc4816244ce0e1e",780097775.075409
"28","33510511ff07dc7354cca7e8",751154106.29633
"29","d53ddfac67129aebbe054024",845076384.181821
"30","efa36c7738fc14a11cc352eb",616674645.663749
"31","ae26e4726c16cb2f6a6d3f2e",1072675777.46313
"32","805a491334f865f06ff42329",925998747.580295
"33","a83921284639eedd4a511cb6",857081640.723146
"34","092b7b5bafe25bf485de37a4",852354953.658944
"35","f839de5370a225ff993f5b2e",769943178.604088
"36","bc48ec7245297b4cb85dca1c",1599366866.05345
"37","223b3c04803ae7b855f9fd10",857463917.290115
"38","efc5412fb02ba9d8f604e493",886431601.756197
"39","a6d7b144058ebc326b9803bb",813741506.622365
"40","27151512d4b592014137ac1f",981430331.260172
"41","1b4db5fcd1f92d3aadd5c28f",767552805.942616
"42","cb6d29f005078d4d4efc2d04",1137182927.8951
"43","63182bbbd5f94cea67de2d8b",675073693.074449
"44","61e9c2375626a18bc9920c5d",508523284.7263
"45","e5da0e3919341762d5beed25",802004069.035396
