"property_id","price"
"9850d970fe9fd9bae89f09ad",728587377.821553
"0152ffa8757aaaf417e9f997",800023144.308328
"8ab41842b8e41b89d8670ecb",534805304.500363
"a7ba3ccc4831ae7e539f0cfa",559919023.515737
"b8b22c1afac62b05ad389dc5",433480306.074756
"044b8431b186eb022cf6fc24",615993773.387304
"a01a51af09a3dc387a18b58c",453343962.85629
"43059ceabe98412315566838",826420650.3861
"e8fc9a1fd4b39f946b914398",525691198.02993
"fb76da6072bea5801e407990",500193641.037426
"48815b454dfb64fe60e2cde4",508409978.600366
"7749b2b534213ec7b536372b",571425664.00496
"c4e8559ee733a551649a5dcf",689373002.378302
"cf88be51d6f31c10e5868ff7",504283655.425029
"ac9baabfd96d58e376149a7e",623629256.097608
"72a66bc6d15390eb05a5c688",697106378.492774
"82c9556e19072558cbe3a7ff",524143158.171025
"069ddc5d1f3c855e6498ac50",559382880.761203
"f2c87b07466aad7328b7e0b0",752519227.971356
"9a889078a0225c013570609f",441064317.404651
"dae09210f48e5bbe0d31c728",543491577.66986
"fd1431e595693fac0406151d",572550942.49181
"5ec01e911785dbd5b49b166c",599532072.647051
"98865eb2f40b8a30893cd351",606615198.779842
"3e85b447edd3b23b5a0d3b79",687445333.438253
"3e891afdcb568befebd66fe4",648781568.102677
"b183e2562cc4816244ce0e1e",689024936.816167
"33510511ff07dc7354cca7e8",627447005.593302
"d53ddfac67129aebbe054024",755838900.331597
"efa36c7738fc14a11cc352eb",580327069.630382
"ae26e4726c16cb2f6a6d3f2e",798705833.936908
"805a491334f865f06ff42329",802078542.300586
"a83921284639eedd4a511cb6",740705636.903969
"092b7b5bafe25bf485de37a4",706075937.891925
"f839de5370a225ff993f5b2e",691214394.073947
"bc48ec7245297b4cb85dca1c",696624192.194622
"223b3c04803ae7b855f9fd10",739235412.355536
"efc5412fb02ba9d8f604e493",802618973.356072
"a6d7b144058ebc326b9803bb",707460385.417928
"27151512d4b592014137ac1f",785314042.290226
"1b4db5fcd1f92d3aadd5c28f",605160989.832623
"cb6d29f005078d4d4efc2d04",851235440.050686
"63182bbbd5f94cea67de2d8b",677056054.959853
"61e9c2375626a18bc9920c5d",505577335.082134
"e5da0e3919341762d5beed25",686764894.484338
"cf0ca58262feb1f8b0dc7b68",826697602.730645
"40d5384e2e8f8fef2032928a",590896266.274626
"099ee1a7c91105ef46b5e7e8",688938010.491321
"320ff6c0320674fd278f6fc7",649427468.968809
"963da21c3c571d7bbc36f1b6",682906539.631052
"0cddda1c211fcdce819d5f8f",696624192.194622
"7fe1adc0a5873cbba4b021d1",886701877.257515
"8d97cda83fc7353a86c9393a",877404404.195452
"2aeb794adc9892354aff7240",685807520.261909
"3df855d8893dbc62eabd95c6",702932674.639068
"7b9e6b7eb3a5db0443193fbd",752526517.534764
"0d9616f0ac8b0c2e9e0a97a3",619850009.297252
"304ce5835e685778b1c2b6a1",717096881.541329
"50160783a9a0503df5a38dee",667106530.239743
"012b8d616667a6dcece0dfaf",802618973.356072
"25d62e6b1a1a52cd8080354f",819681858.176636
"baa146a6537e8630180fdd35",762932503.442616
"b925f9ef733930be26417458",800789300.459131
"ccc66d77e5f68779b1c016db",596650254.119495
"bac550d41b2cbdc6a110ec7c",633850371.645378
"14ead7469d05e5eacce6a575",755158788.663542
"2621e068043a5019aeed6c8c",768644966.632601
"169013bdcc2ef214e0163ccb",707689206.208577
"784714647351cb6745c867b1",800789300.459131
"38e8630f2c05ea38e2257c21",649427468.968809
"d464858ed94a1a74948f479a",667607774.783903
"cc125d0f70d6d0819d6d90ee",656605648.498055
"d885902c923752eab7b619e5",562033524.180359
"e29d9a401a246c00f5eb2413",740913919.77606
"d4646b7f4dbebf9785963cfc",630346664.213041
"e1aa6c46135f4d1aa1b7a1f4",704538761.112036
"f07126d58455b20f547c4380",656605648.498055
"5399af7ea98c97b5906efe1d",774382631.173644
"7e177acdec9c0fe684d8fe44",698813697.602412
"46529f0455fd35b2f4a489d0",688938010.491321
"b0bb2299d5f456f800993a11",637122485.833848
"ba1b3c8ac8afafef56233c84",802618973.356072
"f79f0c23b5cb96b5d022582c",713721172.270121
"600dc823c42aa64f60fc3ab9",676067915.428828
"628b3b56449724e7d945351b",789808003.288472
"0a199d5741b5a6213b39b793",687445333.438253
"b972611aaf1b68340de16545",697220662.14604
"353743db4334fee80ac08d0b",886258107.542409
"2bd08c0964ef4a95295db843",772444739.640255
"bd2f9648ee9ebc1fdbfa53b3",800789300.459131
"5a6397b85f45fba27dd9311f",772727823.763868
"ef2ae24039bf2cff1caa4340",561462212.807093
"03d54a6e80d48c96a7f6a1fa",624673259.54707
"834263730047f308d71d4d8c",665056979.089503
"e54a8b735724b2af56c7a36e",632683926.908615
"6752fcf8f1af18d61124e32c",823864890.29086
"cfcd97bfad6e013aeb57a2a8",755158788.663542
"a6a06973b5a4c990d5873b7c",713122493.079897
"90921c9fce21986dd23bc645",762932503.442616
"0df96c81adcd6fbc2f7141c3",805227310.483235
"a65655a4f42564ac48bdffa4",768644966.632601
"ef73428a38c201019267afb1",648781568.102677
"c8ef57ddfb35061d1876f94e",754241295.683301
"767ff947b16b2271f516c28d",704793124.797048
"710542343cece039a279dbee",800789300.459131
"5a5377f2d087b7bb183783bb",632690359.813516
"e5de98822287c2caf8b209da",532747828.175371
"a93a37e4cc75c069e14ffa00",652809389.803455
"6921133528bd6fa3675ce8de",833226659.601456
"205ffcec56fd884ab24c5600",712781644.97052
"2df90c0a3e2b9138fe276a75",727018854.278418
"3a40bebb521445fcd32cf033",776311047.511486
"c1ca38f941200a9d666aaedc",741687339.692343
"4034cd9a70d18fe0c883a0fa",592342916.326215
"8a4b7e86a90a296e10a49ea3",570566242.892806
"3214488a8fa9cf8b3dae877a",800486498.84377
"270a97e07eec2be02cd89a86",704538761.112036
"936e6d2192f28a2b40939a4d",886394886.653626
"e6fd53315e92a55c6b67405f",493211829.429545
"eb339d562b72b3bf51073cc1",579790044.116848
"e0d7e4dffa0f3dbc40c7da53",771053411.939359
"2dee15f1b082bb986f8d9513",696831310.468646
"37d5b8f329ed1ec29d4bc035",741687339.692343
"3c1b7a0a306e16e8c22d78c9",855563485.49661
"562c7846b05072561d96698d",650997368.225465
"b9809baae395914981a9296f",760427634.742427
"d2c02052de9c97c531a4453f",688938010.491321
"7dab6cd1002a8521e5825bcc",802078542.300586
"48d3b0ef6e5f999bb90fbfc1",705505801.312262
"28e748e7aa0a447731e06706",676067915.428828
