"","property_id","price"
"1","9850d970fe9fd9bae89f09ad",664384549.779484
"2","0152ffa8757aaaf417e9f997",938752324.046728
"3","8ab41842b8e41b89d8670ecb",672223190.164507
"4","a7ba3ccc4831ae7e539f0cfa",669248250.005894
"5","b8b22c1afac62b05ad389dc5",586111929.719337
"6","044b8431b186eb022cf6fc24",678571770.496965
"7","a01a51af09a3dc387a18b58c",578405952.364946
"8","43059ceabe98412315566838",938752324.046728
"9","e8fc9a1fd4b39f946b914398",639344375.076146
"10","fb76da6072bea5801e407990",628421380.135102
"11","48815b454dfb64fe60e2cde4",603388125.501912
"12","7749b2b534213ec7b536372b",672898821.208032
"13","c4e8559ee733a551649a5dcf",641384699.226821
"14","cf88be51d6f31c10e5868ff7",636123622.593034
"15","ac9baabfd96d58e376149a7e",633270432.735728
"16","72a66bc6d15390eb05a5c688",605712330.847859
"17","82c9556e19072558cbe3a7ff",644406343.305678
"18","069ddc5d1f3c855e6498ac50",5057644350.95901
"19","f2c87b07466aad7328b7e0b0",769009935.270998
"20","9a889078a0225c013570609f",555774111.885854
"21","dae09210f48e5bbe0d31c728",631360238.765465
"22","fd1431e595693fac0406151d",620970729.054484
"23","5ec01e911785dbd5b49b166c",825766474.477418
"24","98865eb2f40b8a30893cd351",839913200.068613
"25","3e85b447edd3b23b5a0d3b79",8563805681.03721
"26","3e891afdcb568befebd66fe4",866490923.907571
"27","b183e2562cc4816244ce0e1e",827374515.934074
"28","33510511ff07dc7354cca7e8",824760861.977102
"29","d53ddfac67129aebbe054024",832056185.374427
"30","efa36c7738fc14a11cc352eb",809271191.135952
"31","ae26e4726c16cb2f6a6d3f2e",855772837.445201
"32","805a491334f865f06ff42329",888042537.473353
"33","a83921284639eedd4a511cb6",888019305.871267
"34","092b7b5bafe25bf485de37a4",880428589.6414
"35","f839de5370a225ff993f5b2e",855706659.921589
"36","bc48ec7245297b4cb85dca1c",1814134411.02009
"37","223b3c04803ae7b855f9fd10",887970481.649607
"38","efc5412fb02ba9d8f604e493",854271828.545832
"39","a6d7b144058ebc326b9803bb",843711869.453422
"40","27151512d4b592014137ac1f",876633231.526467
"41","1b4db5fcd1f92d3aadd5c28f",826378477.107263
"42","cb6d29f005078d4d4efc2d04",877895875.586169
"43","63182bbbd5f94cea67de2d8b",878481009.21317
"44","61e9c2375626a18bc9920c5d",589950405.647283
"45","e5da0e3919341762d5beed25",824796494.758511
"46","cf0ca58262feb1f8b0dc7b68",861794451.36899
"47","40d5384e2e8f8fef2032928a",813130325.089621
"48","099ee1a7c91105ef46b5e7e8",854203735.139124
"49","320ff6c0320674fd278f6fc7",8595960262.6186
"50","963da21c3c571d7bbc36f1b6",822898815.701044
"51","0cddda1c211fcdce819d5f8f",1814134411.02009
"52","7fe1adc0a5873cbba4b021d1",948138848.483723
"53","8d97cda83fc7353a86c9393a",956376246.157065
"54","2aeb794adc9892354aff7240",807710598.23119
"55","3df855d8893dbc62eabd95c6",887991523.199979
"56","7b9e6b7eb3a5db0443193fbd",854210520.149244
"57","0d9616f0ac8b0c2e9e0a97a3",655389576.111957
"58","304ce5835e685778b1c2b6a1",1092335251.75383
"59","50160783a9a0503df5a38dee",846619803.919377
"60","012b8d616667a6dcece0dfaf",854203735.139124
"61","25d62e6b1a1a52cd8080354f",854210520.149244
"62","baa146a6537e8630180fdd35",979129517.512867
"63","b925f9ef733930be26417458",854210520.149244
"64","ccc66d77e5f68779b1c016db",816424902.227875
"65","bac550d41b2cbdc6a110ec7c",7587804546.98543
"66","14ead7469d05e5eacce6a575",854619844.279557
"67","2621e068043a5019aeed6c8c",873815114.833588
"68","169013bdcc2ef214e0163ccb",874728321.580913
"69","784714647351cb6745c867b1",854210520.149244
"70","38e8630f2c05ea38e2257c21",8595960262.6186
"71","d464858ed94a1a74948f479a",844454153.258282
"72","cc125d0f70d6d0819d6d90ee",854152804.849264
"73","d885902c923752eab7b619e5",781818137.110044
"74","e29d9a401a246c00f5eb2413",856013564.56634
"75","d4646b7f4dbebf9785963cfc",814962329.54485
"76","e1aa6c46135f4d1aa1b7a1f4",888186532.671003
"77","f07126d58455b20f547c4380",854224571.292922
"78","5399af7ea98c97b5906efe1d",849479708.523446
"79","7e177acdec9c0fe684d8fe44",855896197.289329
"80","46529f0455fd35b2f4a489d0",854203735.139124
"81","b0bb2299d5f456f800993a11",831431586.449524
"82","ba1b3c8ac8afafef56233c84",854415692.302175
"83","f79f0c23b5cb96b5d022582c",854616615.345898
"84","600dc823c42aa64f60fc3ab9",1877631151.66884
"85","628b3b56449724e7d945351b",886203092.522549
"86","0a199d5741b5a6213b39b793",8563805681.03721
"87","b972611aaf1b68340de16545",855778704.328132
"88","353743db4334fee80ac08d0b",906396694.229577
"89","2bd08c0964ef4a95295db843",858011216.974519
"90","bd2f9648ee9ebc1fdbfa53b3",854210520.149244
"91","5a6397b85f45fba27dd9311f",987648871.9428
"92","ef2ae24039bf2cff1caa4340",637361037.660475
"93","03d54a6e80d48c96a7f6a1fa",852493529.394387
"94","834263730047f308d71d4d8c",845666092.485383
"95","e54a8b735724b2af56c7a36e",888445370.223496
"96","6752fcf8f1af18d61124e32c",858544021.058788
"97","cfcd97bfad6e013aeb57a2a8",854207928.779145
"98","a6a06973b5a4c990d5873b7c",854139588.325846
"99","90921c9fce21986dd23bc645",979129517.512867
"100","0df96c81adcd6fbc2f7141c3",855220628.518436
"101","a65655a4f42564ac48bdffa4",873815114.833588
"102","ef73428a38c201019267afb1",866490923.907571
"103","c8ef57ddfb35061d1876f94e",842788813.023035
"104","767ff947b16b2271f516c28d",870012971.708534
"105","710542343cece039a279dbee",854210520.149244
"106","5a5377f2d087b7bb183783bb",826699512.526319
"107","e5de98822287c2caf8b209da",566232194.944668
"108","a93a37e4cc75c069e14ffa00",825287750.09946
"109","6921133528bd6fa3675ce8de",865589809.483924
"110","205ffcec56fd884ab24c5600",889668032.110069
"111","2df90c0a3e2b9138fe276a75",854176921.968931
"112","3a40bebb521445fcd32cf033",807360715.040846
"113","c1ca38f941200a9d666aaedc",825745334.287244
"114","4034cd9a70d18fe0c883a0fa",812125531.147102
"115","8a4b7e86a90a296e10a49ea3",825364753.141427
"116","3214488a8fa9cf8b3dae877a",888405185.876868
"117","270a97e07eec2be02cd89a86",888513290.274796
"118","936e6d2192f28a2b40939a4d",959210672.419588
"119","e6fd53315e92a55c6b67405f",553174602.505569
"120","eb339d562b72b3bf51073cc1",806700646.197602
"121","e0d7e4dffa0f3dbc40c7da53",839704964.681223
"122","2dee15f1b082bb986f8d9513",837359822.03974
"123","37d5b8f329ed1ec29d4bc035",825745334.287244
"124","3c1b7a0a306e16e8c22d78c9",895557920.128389
"125","562c7846b05072561d96698d",818107356.853248
"126","b9809baae395914981a9296f",957312993.362121
"127","d2c02052de9c97c531a4453f",854174887.367835
"128","7dab6cd1002a8521e5825bcc",888047707.764588
"129","48d3b0ef6e5f999bb90fbfc1",888065106.515508
"130","28e748e7aa0a447731e06706",1877631151.66884
"131","65ac61968819927b8fd9b990",819105971.222619
"132","449cddc4dc3ef1e93b7f7c26",854142622.634269
"133","a4dec2ce375ab5e4bffa5966",855756585.628656
"134","8d81b4681ad0055c274e7da4",878481009.21317
"135","c2580329ee6d7a03925725aa",842885754.201032
"136","2babb357d1d828c49bb89be0",876033829.310111
"137","82f34c2a6644c4cb0649c44b",730622718.619832
"138","98e04fd660ca1276d1510a72",792721864.426327
"139","f04b574dc221473cfd616e22",588210547.016666
"140","00e80be4feb1e8593b7713fe",848138732.257808
"141","69fe76202cd89637a15de1d4",1877631151.66884
"142","00f5ba660a4fcf6ddb96220a",855756585.628656
"143","fed8f3bf4a2d7a426901706c",854210520.149244
"144","1cbf39c44f6b0fdbf9554845",835247780.718255
"145","d5e29042106130114cf3694c",825364753.141427
"146","c5a5676bdb1698f8c38cdcd5",566102575.821484
"147","5b9469c3ff6b197bfe3513cd",854271828.545832
"148","56fe5c13f11813b82dfb04f8",876033829.310111
"149","0d24fc1c5deb78eb1a0caa51",846310860.823999
"150","2258ec00dec6a2b85f439135",876067908.5061
"151","81b14dbf863114fdddb38579",854210520.149244
"152","c0c4ecc8d3aefc53c4c06a38",851364001.563044
"153","b19ab02a8e22f3e88a26031b",856013564.56634
"154","40e9ef1e7c6749b7a8d04ea9",10155344664.6549
"155","0d477acd9c95e9ec63839a53",855834888.892741
"156","a16ca6293e2ee2969f3334c5",773499614.48015
"157","80bbc51dd90d131d091521a0",528173136.949486
"158","7b6322fd5810990820167a23",854780788.348475
"159","a6b1ca7a4e91c4c0f4366984",854237884.226917
"160","ab086fddcb949e3dc0ed9b5d",855806486.999419
"161","363c96b85cf07dacbb10b92e",553174602.505569
"162","ba31c38eada33f680d44627a",888457031.894902
"163","8532c64eaed74b64b4d4707c",817205778.528644
"164","a98e4f4db7afb8a6c9f69400",871917435.776121
"165","bd05a6f6ebf924adf92e5577",756147192.64898
"166","29cc054742b256e6fbc6da1c",858211050.417108
"167","d69209d7a26bd306bde5a37d",880889965.697908
"168","268c1e17bc17dd646d1885cb",6540550206.95879
"169","e109ccb29c02c9b35b789c90",854210520.149244
"170","5e1cc2905f7a701f895123d8",888186532.671003
"171","80ed77aff62d4c57ede6ba94",885194404.168268
"172","6de7bfc5e8149ebc40ec0e4b",888002342.145966
"173","ec824ecd0319e05d1ca6a9c7",835873626.007932
"174","3c86651d9bbfbb335f15b544",822898815.701044
"175","b22350d505b87dffaae3a5e2",876633231.526467
"176","17484950b143d0395907ae6d",845666092.485383
"177","de416f239b27327e0f78b862",890351482.018709
"178","00cea81b78d6007eb405d5b3",855806486.999419
"179","76974826c758eec5c255c5da",837359822.03974
"180","f9ce5b7edb104d4e8407a344",11791455365.965
"181","81516aa72c98ded9223db098",1082553026.1448
"182","857761b5fc5c7d101cb765b6",822582020.280013
"183","f164514211012e3a1686b148",582649967.818547
"184","44effc9574c74ea4ad98ede4",855772489.465693
"185","2d5ccb12ebb6fc7d4ba462b0",854210520.149244
"186","4202dc3f8255586e1ccfff46",840553760.52867
"187","7ee7fba3a30e0e7c2ed3043c",844783433.258499
"188","cc3ef2f4fd5568aea96c257e",606323498.242827
"189","be9f5ade682aa1fced79b068",827374515.934074
"190","807d7f5155bd299afbb6491f",887991523.199979
"191","65070c554133f2b4143fe051",855782923.628764
"192","5b57258272dfd1babb29e7fb",888053046.47493
"193","7b4fcc72822460a428c19282",854138060.536886
"194","e61476e47d7e7be706d23fee",888008684.357373
"195","1475cdbbac4aa486266e439f",776192987.828033
"196","77069fb9fac6b61aa6a89ae3",889244650.441531
"197","e4f3e425e9f6e393999d7a08",582649967.818547
"198","db244703ce223e6acacbe85d",858211050.417108
"199","df06b65985649c7107b794a4",854831539.248801
"200","15a3e60c7a5d55243057d7df",851030407.84906
"201","c23a1372c81ba03e6dabb0df",824738779.45853
"202","56f72c2d672b7bc3c264f7fd",829476489.97754
"203","b0b784bfe2d3c1b3b1320613",621526698.983149
"204","3c9e3b97db788dcd10acf0e1",846310860.823999
"205","a4b6ceedaf89cff74a292ab5",832056185.374427
"206","6247fb0e5261d4225f6c9f1e",854132216.885159
"207","799862427c1f335eadedf4e8",800772072.091264
"208","da7a511a5f470d99ab2bc4a6",854170859.87157
"209","999c8da7dbed7412dcbafb70",854237898.493271
"210","c2424b4861f2ef50f8876c0c",869572640.911587
"211","822ba8fd3c7392bda84461a4",8595960262.6186
"212","6700ad4d4d7f70def59a5d59",841875606.275711
"213","aae7cca10bd7f041c8e02d23",854139588.325846
"214","c963faee3ac527dfab08f61c",837359822.03974
"215","346c734ce163296a07526a35",870012971.708534
"216","42b5ebbca90572b9cea79177",854210520.149244
"217","1d968cecf268a7f14def1af7",854148468.701704
"218","d4f90a6b73b1e179d3f8eb70",854144401.286056
"219","8aac8946e7ae5725971c5557",844686492.080502
"220","c6c978051fdc655d21a370ab",854279888.288927
"221","78d10967c36cbf346bd58f63",888305517.713804
"222","151a16e94d538a7a6d658ee0",873815114.833588
"223","98fdd3fc6c9447d0f05eb1c0",887975878.189435
"224","a2529027db6b525e365e7be0",780200447.124514
"225","dcf606270a4612aafc5f9f29",815959383.938562
"226","cee1833e8964355b9aabbce2",854210520.149244
"227","9ee3218bc61636cf0d7f8107",1814134411.02009
"228","74af10afa02e7724eeeef108",836804327.18726
"229","104cd052884247b14d697673",854244707.282628
"230","2314e3ffc7242a429e00207c",888274219.962681
"231","90e62f8656ae504bf6175e0d",626924390.249957
"232","6b8f7074aed7ae7e6cfbb090",1048715838.52946
"233","5d97aad3e83e26b551c3399a",876067908.5061
"234","ac73b8700744cb7835f328cd",855778704.328132
"235","bcee01a5d6a36f48d99a5e4b",11791523900.7905
"236","b54e6757829ac95e2076d954",855889935.830267
"237","809800b56b7b29399986115f",854183533.810456
"238","706bddaf0b87e4f076247450",824869633.924529
"239","c1c8024bb6c3635ff655843b",854303227.090678
"240","26313750bd29b2c59a81b58e",854210520.149244
"241","0dbe463995c605bcdffb133b",825745334.287244
"242","49d020d2056717c2108b0927",956302102.385848
"243","b799aa1dd2de813ccad401e8",833564463.924806
"244","8700c9b62ff5a5c3394b0bd8",854193797.570853
"245","a2c033f497e62ea10ff8ba3d",854148468.701704
"246","70298b5e8fbd66aee975ff14",854271828.545832
"247","7a861f1e3af4dbbf55b2c301",608896880.444718
"248","15ec532ec6fb73074b9b12c9",854210520.149244
"249","c01440b8ff0d80e7bbad715c",888053046.47493
"250","434ff40bff8fad0962ec07e4",888549431.486253
"251","142cf530f13cbccc3cc9d0a6",901573515.498749
"252","a1f0d61cef676fbf798b5473",888040922.754468
"253","f0f9bedbcb57383511805d17",888549431.486253
"254","04cc75f46642efb1192f1875",583551349.553227
"255","5c7efb015b8ff7f108c99723",876033829.310111
"256","dd5b4eb5d20b8b9c813ba52b",886356280.108379
"257","e1fdbdecc84b991f582a2e00",829462098.859406
"258","6c3bc8c58ce67b8bb9f5894f",895557920.128389
"259","98d7f0935f021acf313630a5",894974987.103369
"260","bf430621f17dcaf17fb91ac7",878481009.21317
"261","7dcd1916c0485e0b80f9eeb4",925366699.794123
"262","e7b3ec90b47c9e6009ca8a75",854210520.149244
"263","af067a8546e1177eefe24916",873842380.56564
"264","f4c7cc4a249ae7037aa0b35e",860572301.526287
"265","e6a9d5c9a82ba73e76817a81",851344369.52366
"266","37e696957da15625da71146e",836154167.209989
"267","e570c5f58a20fda42bfb535b",874728321.580913
"268","73bcd7efb7a25587bb1c31ff",887996737.607607
"269","bee9de3e2817bdd591c02897",856061401.090834
"270","eae5eecfa2fe828afbc94b0a",806700646.197602
"271","51f0f76e2a8cf50ef3650901",582649967.818547
"272","c71123c31d02408cdaa74daa",854210520.149244
"273","23f859b889afe2639ad55a21",844686492.080502
"274","46fb04e7578da5741f6da4b8",621455731.170213
"275","bebcca3e75e747b5a01f5485",844783433.258499
"276","579ee47bc31f5408314bca28",822898815.701044
"277","c310efec13e312442f7e1a01",863670513.543256
"278","c8c8d083c9b9600059a8b8d1",8161890261.65372
"279","a8c5674b5d110d99a1e097af",855815256.853357
"280","dfaba547699e319462abfd6d",855889016.210306
"281","736eef4bb36681acbcc3c41b",854142622.634269
"282","f44726680d0c594a2d430bbb",878523679.695846
"283","1a2c0e46bc18bf3224450064",854202306.920889
"284","44551251fe345b31ed71aa5b",846310860.823999
"285","35dedbaace193598c9c438a7",565297545.987377
