"property_id","price"
"9850d970fe9fd9bae89f09ad",802088996.627968
"0152ffa8757aaaf417e9f997",1251839680.84459
"8ab41842b8e41b89d8670ecb",584604370.794736
"a7ba3ccc4831ae7e539f0cfa",597591428.707824
"b8b22c1afac62b05ad389dc5",458571747.214677
"044b8431b186eb022cf6fc24",551454799.264264
"a01a51af09a3dc387a18b58c",511942619.484142
"43059ceabe98412315566838",1334883267.70905
"e8fc9a1fd4b39f946b914398",531729531.657458
"fb76da6072bea5801e407990",497236303.275259
"48815b454dfb64fe60e2cde4",592469769.825137
"7749b2b534213ec7b536372b",681980993.011185
"c4e8559ee733a551649a5dcf",868904041.451868
"cf88be51d6f31c10e5868ff7",503700510.047322
"ac9baabfd96d58e376149a7e",651942518.156033
"72a66bc6d15390eb05a5c688",1157032237.64943
"82c9556e19072558cbe3a7ff",536617380.381808
"069ddc5d1f3c855e6498ac50",632560242.941991
"f2c87b07466aad7328b7e0b0",830699526.505399
"9a889078a0225c013570609f",448887687.890796
"dae09210f48e5bbe0d31c728",415127568.236358
"fd1431e595693fac0406151d",528198229.071678
"5ec01e911785dbd5b49b166c",721878907.617252
"98865eb2f40b8a30893cd351",785215077.468929
"3e85b447edd3b23b5a0d3b79",1220065314.80258
"3e891afdcb568befebd66fe4",944253443.844237
"b183e2562cc4816244ce0e1e",861384540.216959
"33510511ff07dc7354cca7e8",831834537.854287
"d53ddfac67129aebbe054024",919170539.199238
"efa36c7738fc14a11cc352eb",698660746.980632
"ae26e4726c16cb2f6a6d3f2e",1084946852.49472
"805a491334f865f06ff42329",984421800.567213
"a83921284639eedd4a511cb6",929127101.271009
"092b7b5bafe25bf485de37a4",924757050.080838
"f839de5370a225ff993f5b2e",850435614.414412
"bc48ec7245297b4cb85dca1c",871235594.32583
"223b3c04803ae7b855f9fd10",929207401.608816
"efc5412fb02ba9d8f604e493",945737540.043895
"a6d7b144058ebc326b9803bb",884227600.054856
"27151512d4b592014137ac1f",1019391082.21331
"1b4db5fcd1f92d3aadd5c28f",852354146.772342
"cb6d29f005078d4d4efc2d04",1125135746.79903
"63182bbbd5f94cea67de2d8b",757845166.318246
"61e9c2375626a18bc9920c5d",546098721.129116
"e5da0e3919341762d5beed25",873166830.502139
"cf0ca58262feb1f8b0dc7b68",950007114.481527
"40d5384e2e8f8fef2032928a",756353301.491633
"099ee1a7c91105ef46b5e7e8",848818005.563797
"320ff6c0320674fd278f6fc7",1105726977.18244
"963da21c3c571d7bbc36f1b6",872074317.704596
"0cddda1c211fcdce819d5f8f",871235594.32583
"7fe1adc0a5873cbba4b021d1",1041238240.20195
"8d97cda83fc7353a86c9393a",1087723878.10895
"2aeb794adc9892354aff7240",863573235.456232
"3df855d8893dbc62eabd95c6",763246359.400012
"7b9e6b7eb3a5db0443193fbd",890100778.86405
"0d9616f0ac8b0c2e9e0a97a3",644745151.020782
"304ce5835e685778b1c2b6a1",985881868.151579
"50160783a9a0503df5a38dee",830433463.37855
"012b8d616667a6dcece0dfaf",945637063.291356
"25d62e6b1a1a52cd8080354f",986919836.591609
"baa146a6537e8630180fdd35",926506805.509927
"b925f9ef733930be26417458",945398043.159379
"ccc66d77e5f68779b1c016db",771467292.867535
"bac550d41b2cbdc6a110ec7c",1106978826.66195
"14ead7469d05e5eacce6a575",890857444.285716
"2621e068043a5019aeed6c8c",976227853.704992
"169013bdcc2ef214e0163ccb",921666346.592812
"784714647351cb6745c867b1",945398043.159379
"38e8630f2c05ea38e2257c21",1105726977.18244
"d464858ed94a1a74948f479a",884993441.843243
"cc125d0f70d6d0819d6d90ee",793296528.977758
"d885902c923752eab7b619e5",696804266.932125
"e29d9a401a246c00f5eb2413",877554370.044131
"d4646b7f4dbebf9785963cfc",812608026.243425
"e1aa6c46135f4d1aa1b7a1f4",763673914.490293
"f07126d58455b20f547c4380",793282089.544583
"5399af7ea98c97b5906efe1d",942937264.22525
"7e177acdec9c0fe684d8fe44",822557109.62111
"46529f0455fd35b2f4a489d0",848818005.563797
"b0bb2299d5f456f800993a11",835707851.993285
"ba1b3c8ac8afafef56233c84",945920868.093553
"f79f0c23b5cb96b5d022582c",959926617.395296
"600dc823c42aa64f60fc3ab9",758767056.930087
"628b3b56449724e7d945351b",895253252.526082
"0a199d5741b5a6213b39b793",1220065314.80258
"b972611aaf1b68340de16545",822231329.631362
"353743db4334fee80ac08d0b",1072261202.81936
"2bd08c0964ef4a95295db843",892543975.192611
"bd2f9648ee9ebc1fdbfa53b3",945398043.159379
"5a6397b85f45fba27dd9311f",917613716.354139
"ef2ae24039bf2cff1caa4340",634366038.652761
"03d54a6e80d48c96a7f6a1fa",867702175.21848
"834263730047f308d71d4d8c",829887298.154149
"e54a8b735724b2af56c7a36e",791527368.637564
"6752fcf8f1af18d61124e32c",948479379.386777
"cfcd97bfad6e013aeb57a2a8",890346508.833556
"a6a06973b5a4c990d5873b7c",834832887.319755
"90921c9fce21986dd23bc645",926506805.509927
"0df96c81adcd6fbc2f7141c3",1057373874.65323
"a65655a4f42564ac48bdffa4",976227853.704992
"ef73428a38c201019267afb1",944253443.844237
"c8ef57ddfb35061d1876f94e",939032467.158501
"767ff947b16b2271f516c28d",918984583.946554
"710542343cece039a279dbee",945398043.159379
"5a5377f2d087b7bb183783bb",832995720.600927
"e5de98822287c2caf8b209da",607002115.046819
"a93a37e4cc75c069e14ffa00",818715562.230746
"6921133528bd6fa3675ce8de",952192140.076612
"205ffcec56fd884ab24c5600",875802809.473961
"2df90c0a3e2b9138fe276a75",876518551.860243
"3a40bebb521445fcd32cf033",979701200.007607
"c1ca38f941200a9d666aaedc",929010351.196239
"4034cd9a70d18fe0c883a0fa",755700365.589668
"8a4b7e86a90a296e10a49ea3",754870827.038501
"3214488a8fa9cf8b3dae877a",985120735.14667
"270a97e07eec2be02cd89a86",764050852.948899
"936e6d2192f28a2b40939a4d",1122209987.32197
"e6fd53315e92a55c6b67405f",538620655.576573
"eb339d562b72b3bf51073cc1",766087345.139449
"e0d7e4dffa0f3dbc40c7da53",965047574.150653
"2dee15f1b082bb986f8d9513",867447025.469285
"37d5b8f329ed1ec29d4bc035",929010351.196239
"3c1b7a0a306e16e8c22d78c9",970197440.890367
"562c7846b05072561d96698d",814212769.969458
"b9809baae395914981a9296f",913703888.206209
"d2c02052de9c97c531a4453f",848768486.216198
"7dab6cd1002a8521e5825bcc",984421699.686561
"48d3b0ef6e5f999bb90fbfc1",873827748.608069
"28e748e7aa0a447731e06706",758767056.930087
"65ac61968819927b8fd9b990",828367498.836379
"449cddc4dc3ef1e93b7f7c26",793400165.078015
"a4dec2ce375ab5e4bffa5966",891365435.695738
"8d81b4681ad0055c274e7da4",757845166.318246
"c2580329ee6d7a03925725aa",980704256.690869
"2babb357d1d828c49bb89be0",902664676.03579
"82f34c2a6644c4cb0649c44b",750290053.606925
"98e04fd660ca1276d1510a72",757817080.332322
"f04b574dc221473cfd616e22",641851292.871109
"00e80be4feb1e8593b7713fe",809377416.756545
"69fe76202cd89637a15de1d4",758767056.930087
"00f5ba660a4fcf6ddb96220a",891365435.695738
"fed8f3bf4a2d7a426901706c",890100778.86405
"1cbf39c44f6b0fdbf9554845",934473283.592045
"d5e29042106130114cf3694c",754870827.038501
