"property_id","price"
"9850d970fe9fd9bae89f09ad",775356477.666667
"0152ffa8757aaaf417e9f997",1047605754.57875
"8ab41842b8e41b89d8670ecb",554825331.536593
"a7ba3ccc4831ae7e539f0cfa",586647892.654333
"b8b22c1afac62b05ad389dc5",429963731.068496
"044b8431b186eb022cf6fc24",868511803.456222
"a01a51af09a3dc387a18b58c",422679523.352369
"43059ceabe98412315566838",1066424547.91209
"e8fc9a1fd4b39f946b914398",565463948.1774
"fb76da6072bea5801e407990",595681399.271147
"48815b454dfb64fe60e2cde4",509998349.521114
"7749b2b534213ec7b536372b",589143858.603935
"c4e8559ee733a551649a5dcf",847014902.374772
"cf88be51d6f31c10e5868ff7",578883925.416825
"ac9baabfd96d58e376149a7e",653549979.488743
"72a66bc6d15390eb05a5c688",920221756.60133
"82c9556e19072558cbe3a7ff",588987917.476071
"069ddc5d1f3c855e6498ac50",657595114.162352
"f2c87b07466aad7328b7e0b0",763986872.195408
"9a889078a0225c013570609f",399126046.683865
"dae09210f48e5bbe0d31c728",696714160.870112
"fd1431e595693fac0406151d",710628812.321555
"5ec01e911785dbd5b49b166c",644559806.094189
"98865eb2f40b8a30893cd351",666430829.168526
"3e85b447edd3b23b5a0d3b79",710726677.275809
"3e891afdcb568befebd66fe4",662786817.957879
"b183e2562cc4816244ce0e1e",597914784.827257
"33510511ff07dc7354cca7e8",637315863.820162
"d53ddfac67129aebbe054024",707687141.653268
"efa36c7738fc14a11cc352eb",568679014.541316
"ae26e4726c16cb2f6a6d3f2e",889371070.354978
"805a491334f865f06ff42329",785175370.33818
"a83921284639eedd4a511cb6",696847920.467051
"092b7b5bafe25bf485de37a4",679941676.677972
"f839de5370a225ff993f5b2e",831398505.300159
"bc48ec7245297b4cb85dca1c",669521181.630666
"223b3c04803ae7b855f9fd10",715406102.51972
"efc5412fb02ba9d8f604e493",631840060.628532
"a6d7b144058ebc326b9803bb",661304737.942799
"27151512d4b592014137ac1f",777086044.486011
"1b4db5fcd1f92d3aadd5c28f",601969419.725239
"cb6d29f005078d4d4efc2d04",852927737.058449
"63182bbbd5f94cea67de2d8b",658757017.759216
"61e9c2375626a18bc9920c5d",500340015.665365
"e5da0e3919341762d5beed25",616366135.091724
"cf0ca58262feb1f8b0dc7b68",753599037.518176
"40d5384e2e8f8fef2032928a",598833073.262139
"099ee1a7c91105ef46b5e7e8",798033139.16571
"320ff6c0320674fd278f6fc7",644542067.585846
"963da21c3c571d7bbc36f1b6",613896888.581057
"0cddda1c211fcdce819d5f8f",669521181.630666
"7fe1adc0a5873cbba4b021d1",1280972533.60173
"8d97cda83fc7353a86c9393a",1308526504
"2aeb794adc9892354aff7240",600747095.599392
"3df855d8893dbc62eabd95c6",638047450.854429
"7b9e6b7eb3a5db0443193fbd",687623579.019067
"0d9616f0ac8b0c2e9e0a97a3",732829837.398518
"304ce5835e685778b1c2b6a1",827134316.637298
"50160783a9a0503df5a38dee",625890564.509474
"012b8d616667a6dcece0dfaf",718189986.438323
"25d62e6b1a1a52cd8080354f",800193724.192764
"baa146a6537e8630180fdd35",1119633411.30764
"b925f9ef733930be26417458",756784839.665644
"ccc66d77e5f68779b1c016db",599927262.102072
"bac550d41b2cbdc6a110ec7c",581096744.143532
"14ead7469d05e5eacce6a575",679421618.361368
"2621e068043a5019aeed6c8c",733728285.555048
"169013bdcc2ef214e0163ccb",659837772.194278
"784714647351cb6745c867b1",756784839.665644
"38e8630f2c05ea38e2257c21",644542067.585846
"d464858ed94a1a74948f479a",672113899.312914
"cc125d0f70d6d0819d6d90ee",767831509.140078
"d885902c923752eab7b619e5",453301571.341558
"e29d9a401a246c00f5eb2413",704384828.145954
"d4646b7f4dbebf9785963cfc",604090325.701192
"e1aa6c46135f4d1aa1b7a1f4",701654069.714374
"f07126d58455b20f547c4380",777813553.368657
"5399af7ea98c97b5906efe1d",666147335.138336
"7e177acdec9c0fe684d8fe44",704619424.160628
"46529f0455fd35b2f4a489d0",798033139.16571
"b0bb2299d5f456f800993a11",664378683.937007
"ba1b3c8ac8afafef56233c84",711813223.693291
"f79f0c23b5cb96b5d022582c",888997021.793534
"600dc823c42aa64f60fc3ab9",600171846.425882
"628b3b56449724e7d945351b",914055140.812356
"0a199d5741b5a6213b39b793",710726677.275809
"b972611aaf1b68340de16545",645291212.346492
"353743db4334fee80ac08d0b",1105293657.41282
"2bd08c0964ef4a95295db843",699827752.82056
"bd2f9648ee9ebc1fdbfa53b3",756784839.665644
"5a6397b85f45fba27dd9311f",1128513499.78712
"ef2ae24039bf2cff1caa4340",597995761.97633
"03d54a6e80d48c96a7f6a1fa",644727492.009527
"834263730047f308d71d4d8c",630454840.528521
"e54a8b735724b2af56c7a36e",707415211.31984
"6752fcf8f1af18d61124e32c",736330713.783473
"cfcd97bfad6e013aeb57a2a8",695782420.6454
"a6a06973b5a4c990d5873b7c",669585193.141364
"90921c9fce21986dd23bc645",1119633411.30764
"0df96c81adcd6fbc2f7141c3",933426585.651895
"a65655a4f42564ac48bdffa4",733728285.555048
"ef73428a38c201019267afb1",662786817.957879
"c8ef57ddfb35061d1876f94e",725458750.344299
"767ff947b16b2271f516c28d",645214609.650973
"710542343cece039a279dbee",756784839.665644
"5a5377f2d087b7bb183783bb",632576221.719942
"e5de98822287c2caf8b209da",547991897.021662
"a93a37e4cc75c069e14ffa00",634356787.227569
"6921133528bd6fa3675ce8de",772751982.379839
"205ffcec56fd884ab24c5600",755188346.557428
"2df90c0a3e2b9138fe276a75",786413709.759261
"3a40bebb521445fcd32cf033",906912144.629368
"c1ca38f941200a9d666aaedc",701165956.712776
"4034cd9a70d18fe0c883a0fa",595950095.450048
"8a4b7e86a90a296e10a49ea3",496383473.608891
"3214488a8fa9cf8b3dae877a",757653901.559696
"270a97e07eec2be02cd89a86",708232739.773723
"936e6d2192f28a2b40939a4d",1234796525.63636
"e6fd53315e92a55c6b67405f",456836629.842859
"eb339d562b72b3bf51073cc1",569040143.509313
"e0d7e4dffa0f3dbc40c7da53",759016555.650285
"2dee15f1b082bb986f8d9513",651534054.66124
"37d5b8f329ed1ec29d4bc035",701165956.712776
"3c1b7a0a306e16e8c22d78c9",980284573.473733
"562c7846b05072561d96698d",584049488.893063
"b9809baae395914981a9296f",1065063137.71911
"d2c02052de9c97c531a4453f",802248263.468741
"7dab6cd1002a8521e5825bcc",779434160.740657
"48d3b0ef6e5f999bb90fbfc1",732240863.281076
"28e748e7aa0a447731e06706",600171846.425882
"65ac61968819927b8fd9b990",600295932.257504
"449cddc4dc3ef1e93b7f7c26",792945814.385284
"a4dec2ce375ab5e4bffa5966",799548810.725612
"8d81b4681ad0055c274e7da4",658757017.759216
"c2580329ee6d7a03925725aa",780808680.81145
"2babb357d1d828c49bb89be0",786194019.225272
"82f34c2a6644c4cb0649c44b",922852388.571428
"98e04fd660ca1276d1510a72",527008088.873042
"f04b574dc221473cfd616e22",494557809.25376
"00e80be4feb1e8593b7713fe",599308183.376407
"69fe76202cd89637a15de1d4",600171846.425882
"00f5ba660a4fcf6ddb96220a",799548810.725612
"fed8f3bf4a2d7a426901706c",687623579.019067
"1cbf39c44f6b0fdbf9554845",686779393.16422
"d5e29042106130114cf3694c",496383473.608891
"c5a5676bdb1698f8c38cdcd5",450324528.869371
"5b9469c3ff6b197bfe3513cd",631840060.628532
"56fe5c13f11813b82dfb04f8",786194019.225272
"0d24fc1c5deb78eb1a0caa51",584057103.430391
"2258ec00dec6a2b85f439135",807615535.12165
"81b14dbf863114fdddb38579",756784839.665644
"c0c4ecc8d3aefc53c4c06a38",751153982.522787
"b19ab02a8e22f3e88a26031b",704384828.145954
"40e9ef1e7c6749b7a8d04ea9",605052658.284619
"0d477acd9c95e9ec63839a53",669207334.164649
"a16ca6293e2ee2969f3334c5",796965563.143983
"80bbc51dd90d131d091521a0",524429211.190986
"7b6322fd5810990820167a23",626981225.126433
"a6b1ca7a4e91c4c0f4366984",792821142.879078
"ab086fddcb949e3dc0ed9b5d",699008834.133717
"363c96b85cf07dacbb10b92e",456836629.842859
"ba31c38eada33f680d44627a",676175038.979843
"8532c64eaed74b64b4d4707c",597162832.869501
"a98e4f4db7afb8a6c9f69400",632605053.254501
"bd05a6f6ebf924adf92e5577",942762639.658796
"29cc054742b256e6fbc6da1c",717951702.965
"d69209d7a26bd306bde5a37d",823383283.781973
"268c1e17bc17dd646d1885cb",539659022.451219
"e109ccb29c02c9b35b789c90",756784839.665644
"5e1cc2905f7a701f895123d8",701654069.714374
"80ed77aff62d4c57ede6ba94",689421956.320751
"6de7bfc5e8149ebc40ec0e4b",785543297.803451
"ec824ecd0319e05d1ca6a9c7",672361215.770646
"3c86651d9bbfbb335f15b544",613896888.581057
"b22350d505b87dffaae3a5e2",647737765.172952
"17484950b143d0395907ae6d",630454840.528521
"de416f239b27327e0f78b862",813767808.79845
"00cea81b78d6007eb405d5b3",699008834.133717
"76974826c758eec5c255c5da",651534054.66124
"f9ce5b7edb104d4e8407a344",637742607.786667
"81516aa72c98ded9223db098",1312353989.71429
"857761b5fc5c7d101cb765b6",598839488.180901
"f164514211012e3a1686b148",497884887.010077
"44effc9574c74ea4ad98ede4",702856559.297498
"2d5ccb12ebb6fc7d4ba462b0",756784839.665644
"4202dc3f8255586e1ccfff46",554608800.878332
"7ee7fba3a30e0e7c2ed3043c",696207870.548775
"cc3ef2f4fd5568aea96c257e",614062161.011892
"be9f5ade682aa1fced79b068",597914784.827257
"807d7f5155bd299afbb6491f",638047450.854429
"65070c554133f2b4143fe051",701393060.833367
"5b57258272dfd1babb29e7fb",694100092.739608
"7b4fcc72822460a428c19282",741128906.81078
"e61476e47d7e7be706d23fee",669650334.568715
"1475cdbbac4aa486266e439f",823508745.331633
"77069fb9fac6b61aa6a89ae3",997409595.289425
"e4f3e425e9f6e393999d7a08",497884887.010077
"db244703ce223e6acacbe85d",717951702.965
"df06b65985649c7107b794a4",606540986.573007
"15a3e60c7a5d55243057d7df",619594882.501447
"c23a1372c81ba03e6dabb0df",620632025.067385
"56f72c2d672b7bc3c264f7fd",627083282.263888
"b0b784bfe2d3c1b3b1320613",746256652.301169
"3c9e3b97db788dcd10acf0e1",584057103.430391
"a4b6ceedaf89cff74a292ab5",707687141.653268
"6247fb0e5261d4225f6c9f1e",701461608.000973
"799862427c1f335eadedf4e8",525349535.317699
"da7a511a5f470d99ab2bc4a6",708460920.961269
"999c8da7dbed7412dcbafb70",800899982.241414
"c2424b4861f2ef50f8876c0c",658902155.499956
"822ba8fd3c7392bda84461a4",644542067.585846
