"property_id","price"
"9850d970fe9fd9bae89f09ad",741522774.37443
"0152ffa8757aaaf417e9f997",986684075.483337
"8ab41842b8e41b89d8670ecb",566361466.424138
"a7ba3ccc4831ae7e539f0cfa",593382494.631793
"b8b22c1afac62b05ad389dc5",422688432.823113
"044b8431b186eb022cf6fc24",612592217.382415
"a01a51af09a3dc387a18b58c",383912333.615576
"43059ceabe98412315566838",970081261.943686
"e8fc9a1fd4b39f946b914398",538887354.500668
"fb76da6072bea5801e407990",548009944.17214
"48815b454dfb64fe60e2cde4",501339954.315931
"7749b2b534213ec7b536372b",559189911.784611
"c4e8559ee733a551649a5dcf",725909111.784271
"cf88be51d6f31c10e5868ff7",566060503.427763
"ac9baabfd96d58e376149a7e",608643763.048444
"72a66bc6d15390eb05a5c688",733281634.533231
"82c9556e19072558cbe3a7ff",566770669.446017
"069ddc5d1f3c855e6498ac50",446155530.899756
"f2c87b07466aad7328b7e0b0",717356618.916792
"9a889078a0225c013570609f",386965380.065678
"dae09210f48e5bbe0d31c728",635400961.453713
"fd1431e595693fac0406151d",596171827.832296
"5ec01e911785dbd5b49b166c",617890903.062869
"98865eb2f40b8a30893cd351",628554473.195212
"3e85b447edd3b23b5a0d3b79",718252201.08181
"3e891afdcb568befebd66fe4",635066177.454016
"b183e2562cc4816244ce0e1e",581199380.754244
"33510511ff07dc7354cca7e8",624591582.965176
"d53ddfac67129aebbe054024",689135390.647184
"efa36c7738fc14a11cc352eb",500973757.217684
"ae26e4726c16cb2f6a6d3f2e",833042810.413933
"805a491334f865f06ff42329",776828727.553178
"a83921284639eedd4a511cb6",727468084.668279
"092b7b5bafe25bf485de37a4",687780779.473995
"f839de5370a225ff993f5b2e",792570351.347124
"bc48ec7245297b4cb85dca1c",680095638.593604
"223b3c04803ae7b855f9fd10",761492899.094935
"efc5412fb02ba9d8f604e493",654061586.624638
"a6d7b144058ebc326b9803bb",673981584.210613
"27151512d4b592014137ac1f",743387908.584717
"1b4db5fcd1f92d3aadd5c28f",528655809.335764
"cb6d29f005078d4d4efc2d04",849552817.221506
"63182bbbd5f94cea67de2d8b",655761303.243691
"61e9c2375626a18bc9920c5d",512542383.50336
"e5da0e3919341762d5beed25",584674587.454125
"cf0ca58262feb1f8b0dc7b68",782979273.944677
"40d5384e2e8f8fef2032928a",567426960.497057
"099ee1a7c91105ef46b5e7e8",811276989.899242
"320ff6c0320674fd278f6fc7",572203167.812836
"963da21c3c571d7bbc36f1b6",586186418.419625
"0cddda1c211fcdce819d5f8f",680095638.593604
"7fe1adc0a5873cbba4b021d1",1264485883.38388
"8d97cda83fc7353a86c9393a",1226759943.83134
"2aeb794adc9892354aff7240",574789899.036672
"3df855d8893dbc62eabd95c6",671853081.239991
"7b9e6b7eb3a5db0443193fbd",734741625.456963
"0d9616f0ac8b0c2e9e0a97a3",736697774.595402
"304ce5835e685778b1c2b6a1",874591225.105361
"50160783a9a0503df5a38dee",615033243.025052
"012b8d616667a6dcece0dfaf",730928929.747712
"25d62e6b1a1a52cd8080354f",781262413.73737
"baa146a6537e8630180fdd35",1119130208.97327
"b925f9ef733930be26417458",779174452.959515
"ccc66d77e5f68779b1c016db",539436136.472579
"bac550d41b2cbdc6a110ec7c",535825298.950805
"14ead7469d05e5eacce6a575",715423423.64238
"2621e068043a5019aeed6c8c",743941683.920121
"169013bdcc2ef214e0163ccb",664663745.751463
