"property_id","price"
"9850d970fe9fd9bae89f09ad",807491181.553994
"0152ffa8757aaaf417e9f997",914529582.87493
"8ab41842b8e41b89d8670ecb",490061396.345333
"a7ba3ccc4831ae7e539f0cfa",561963163.957862
"b8b22c1afac62b05ad389dc5",398265212.864609
"044b8431b186eb022cf6fc24",616624289.681147
"a01a51af09a3dc387a18b58c",393213980.098417
"43059ceabe98412315566838",946341050.125556
"e8fc9a1fd4b39f946b914398",513966537.860651
"fb76da6072bea5801e407990",497538738.928056
"48815b454dfb64fe60e2cde4",515543665.589697
"7749b2b534213ec7b536372b",528251719.779523
"c4e8559ee733a551649a5dcf",797607475.371843
"cf88be51d6f31c10e5868ff7",504396867.651196
"ac9baabfd96d58e376149a7e",637938955.962784
"72a66bc6d15390eb05a5c688",723890355.580949
"82c9556e19072558cbe3a7ff",528079840.856938
"069ddc5d1f3c855e6498ac50",466602641.668842
"f2c87b07466aad7328b7e0b0",803883949.833055
"9a889078a0225c013570609f",392918789.240343
"dae09210f48e5bbe0d31c728",584903492.395888
"fd1431e595693fac0406151d",561510556.9108
"5ec01e911785dbd5b49b166c",606840739.209538
"98865eb2f40b8a30893cd351",618910632.360694
"3e85b447edd3b23b5a0d3b79",756264051.844553
"3e891afdcb568befebd66fe4",673231558.511633
"b183e2562cc4816244ce0e1e",659597129.244822
"33510511ff07dc7354cca7e8",632735018.608095
"d53ddfac67129aebbe054024",762520109.384161
"efa36c7738fc14a11cc352eb",544948532.377934
"ae26e4726c16cb2f6a6d3f2e",884345951.205452
"805a491334f865f06ff42329",827044288.716837
"a83921284639eedd4a511cb6",795980952.661417
"092b7b5bafe25bf485de37a4",712502021.696539
"f839de5370a225ff993f5b2e",757254536.653499
"bc48ec7245297b4cb85dca1c",695116442.073764
"223b3c04803ae7b855f9fd10",799018237.009433
"efc5412fb02ba9d8f604e493",820533267.577633
"a6d7b144058ebc326b9803bb",716520638.618439
"27151512d4b592014137ac1f",802857588.812638
"1b4db5fcd1f92d3aadd5c28f",587889089.086173
"cb6d29f005078d4d4efc2d04",882919544.114907
"63182bbbd5f94cea67de2d8b",673569951.259689
"61e9c2375626a18bc9920c5d",487611431.391835
"e5da0e3919341762d5beed25",671835562.761408
"cf0ca58262feb1f8b0dc7b68",847570802.553249
"40d5384e2e8f8fef2032928a",569206493.960559
"099ee1a7c91105ef46b5e7e8",760129561.730341
"320ff6c0320674fd278f6fc7",670288952.215696
"963da21c3c571d7bbc36f1b6",666628768.75192
"0cddda1c211fcdce819d5f8f",695116442.073764
"7fe1adc0a5873cbba4b021d1",1076186384.02681
"8d97cda83fc7353a86c9393a",1088059905.27358
"2aeb794adc9892354aff7240",649198787.74401
"3df855d8893dbc62eabd95c6",738239005.50661
"7b9e6b7eb3a5db0443193fbd",780446275.045959
"0d9616f0ac8b0c2e9e0a97a3",685808193.612376
"304ce5835e685778b1c2b6a1",817316117.907578
"50160783a9a0503df5a38dee",700563531.016825
"012b8d616667a6dcece0dfaf",822838056.514602
"25d62e6b1a1a52cd8080354f",860371751.113477
"baa146a6537e8630180fdd35",928846960.774015
"b925f9ef733930be26417458",830530586.420144
"ccc66d77e5f68779b1c016db",578952892.332325
"bac550d41b2cbdc6a110ec7c",648174988.257252
"14ead7469d05e5eacce6a575",780340766.19175
"2621e068043a5019aeed6c8c",771575970.267068
"169013bdcc2ef214e0163ccb",701601366.300265
"784714647351cb6745c867b1",830530586.420144
"38e8630f2c05ea38e2257c21",670288952.215696
"d464858ed94a1a74948f479a",691430727.86382
"cc125d0f70d6d0819d6d90ee",726159191.893577
"d885902c923752eab7b619e5",492520247.380643
"e29d9a401a246c00f5eb2413",783576106.580915
"d4646b7f4dbebf9785963cfc",605851211.264983
"e1aa6c46135f4d1aa1b7a1f4",743432402.858394
"f07126d58455b20f547c4380",726864291.318822
"5399af7ea98c97b5906efe1d",804696320.782749
"7e177acdec9c0fe684d8fe44",761713310.202841
"46529f0455fd35b2f4a489d0",738960797.309174
"b0bb2299d5f456f800993a11",646793861.530085
"ba1b3c8ac8afafef56233c84",827026011.492819
"f79f0c23b5cb96b5d022582c",803915482.601627
"600dc823c42aa64f60fc3ab9",672271315.178447
"628b3b56449724e7d945351b",879765011.046925
"0a199d5741b5a6213b39b793",756264051.844553
"b972611aaf1b68340de16545",754437657.837977
"353743db4334fee80ac08d0b",1017535367.64013
"2bd08c0964ef4a95295db843",781256902.850485
"bd2f9648ee9ebc1fdbfa53b3",830530586.420144
"5a6397b85f45fba27dd9311f",951448772.439402
"ef2ae24039bf2cff1caa4340",555895567.326767
"03d54a6e80d48c96a7f6a1fa",616380480.479941
"834263730047f308d71d4d8c",690364204.426121
"e54a8b735724b2af56c7a36e",656894755.493103
"6752fcf8f1af18d61124e32c",834555742.002858
"cfcd97bfad6e013aeb57a2a8",782030101.971646
"a6a06973b5a4c990d5873b7c",766729189.842446
"90921c9fce21986dd23bc645",928846960.774015
"0df96c81adcd6fbc2f7141c3",831968454.065854
"a65655a4f42564ac48bdffa4",771575970.267068
"ef73428a38c201019267afb1",673231558.511633
"c8ef57ddfb35061d1876f94e",776609761.01962
"767ff947b16b2271f516c28d",686091020.509563
"710542343cece039a279dbee",830530586.420144
